#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2014-01-15-21-49-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	fuids
#types	time	string	addr	port	addr	port	count	string	string	table[string]	string	string	table[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	vector[string]
1126797331.369708	Cl0da31mzmx4JbudP4	89.44.100.101	16507	100.1.10.25	25	1	mail.com	<strappey@mi5-5.uk.gov>	<acourtois@osis.gov>,<adesiato@osis.gov>,<jhuckabee@osis.gov>,<cshackle@osis.gov>	Thu, 15 Sep 2005 11:15:28 -0400	"s. trappey" <strappey@mi5-5.uk.gov>	jhuckabee@osis.gov,acourtois@osis.gov,adesiato@osis.gov,cshackle@osis.gov	-	<20050915111528.A16953@mi5-5.uk.gov>	-	Could penetrate her out, to who is blacke Pro. Not so, as well, when thou	-	(from strappey@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFFSg16955;\x09Thu, 15 Sep 2005 11:15:28 -0400	-	250 2.0.0 j8FFFVv00961 Message accepted for delivery	100.1.10.25,89.44.100.101	-	FYPx8r2SPPHKui0YR2,F92lRn3hs0lgANJSHb
1126797339.706555	CAR4Q5RqSXK2WyKn	92.6.85.108	16638	100.1.10.25	25	1	mail.com	<rskaar@thevillage.int>	<pfie@osis.gov>,<kgissler@osis.gov>,<amagoun@osis.gov>,<jcortina@osis.gov>,<dbaccam@osis.gov>,<asatterwhite@osis.gov>	Thu, 15 Sep 2005 11:15:39 -0400	"r. skaar" <rskaar@thevillage.int>	jcortina@osis.gov,dbaccam@osis.gov,asatterwhite@osis.gov,amagoun@osis.gov,kgissler@osis.gov,pfie@osis.gov	-	<20050915111539.A17018@thevillage.int>	-	coming up rights \(or video\), because each case\) Whens the guest in here?	-	(from rskaar@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFFd117020;\x09Thu, 15 Sep 2005 11:15:39 -0400	-	250 2.0.0 j8FFFdv01146 Message accepted for delivery	100.1.10.25,92.6.85.108	-	FtsPsi4UDNSUfATJ6e,FqurXc2cne0JA0UEEf
1126797348.939830	Cf0weW2wbwrgC7MnTd	92.6.85.122	16671	100.1.10.25	25	1	mail.com	<tbassham@thevillage.int>	<tmaheia@osis.gov>,<kkochert@osis.gov>,<msilos@osis.gov>	Thu, 15 Sep 2005 11:15:48 -0400	"t. bassham" <tbassham@thevillage.int>	tmaheia@osis.gov,msilos@osis.gov,kkochert@osis.gov	-	<20050915111548.A17093@thevillage.int>	-	Countriman? Val. Thou friend in praises that you sing it, I speake puling,	-	(from tbassham@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFFmi17095;\x09Thu, 15 Sep 2005 11:15:48 -0400	-	250 2.0.0 j8FFFmv01255 Message accepted for delivery	100.1.10.25,92.6.85.122	-	FS8Wpw2UZqpOzg3nyi
1126797349.931441	C1qy6zsCzYeisdSI2	92.6.85.110	16676	100.1.10.25	25	1	mail.com	<shellickson@thevillage.int>	<daramboles@osis.gov>,<avolcko@osis.gov>	Thu, 15 Sep 2005 11:15:49 -0400	"s. hellickson" <shellickson@thevillage.int>	daramboles@osis.gov,avolcko@osis.gov	-	<20050915111549.A17132@thevillage.int>	-	limitations drawn to resell the developed models will comunicate with software	-	(from shellickson@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFFnv17134;\x09Thu, 15 Sep 2005 11:15:49 -0400	-	250 2.0.0 j8FFFnv01290 Message accepted for delivery	100.1.10.25,92.6.85.110	-	FOtxT41n04E4SY3I5i
1126797361.579268	CZVhisOREGSJtjb9g	92.6.85.122	16710	100.1.10.25	25	1	mail.com	<tbassham@thevillage.int>	<kkochert@osis.gov>	Thu, 15 Sep 2005 11:16:01 -0400	"t. bassham" <tbassham@thevillage.int>	kkochert@osis.gov	-	<20050915111601.A17259@thevillage.int>	-	loue? Lu. Fire thats closest kept, burnes most precious in Loue, sweet	-	(from tbassham@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFG1x17261\x09for kkochert@osis.gov; Thu, 15 Sep 2005 11:16:01 -0400	-	250 2.0.0 j8FFG1v01412 Message accepted for delivery	100.1.10.25,92.6.85.122	-	FCp5dZ2EaLhWQZeaNb,FTbmy72MWGEDt3lsk8,FW0ufebCS1IKDmjql
1126797363.213836	Chx6dq4IwsKNoeRFae	92.6.85.108	16723	100.1.10.25	25	1	mail.com	<rskaar@thevillage.int>	<pfie@osis.gov>,<jcortina@osis.gov>,<asatterwhite@osis.gov>	Thu, 15 Sep 2005 11:16:03 -0400	"r. skaar" <rskaar@thevillage.int>	jcortina@osis.gov,asatterwhite@osis.gov,pfie@osis.gov	-	<20050915111603.A17298@thevillage.int>	-	bloque ma sousscription. Dhabitude jenvoye mes plus riche au lieu den	-	(from rskaar@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFG3G17300;\x09Thu, 15 Sep 2005 11:16:03 -0400	-	250 2.0.0 j8FFG3v01437 Message accepted for delivery	100.1.10.25,92.6.85.108	-	FSBjU32Ot9QBrXuSh3,Fi7zP642Zxaf5FFAj6,F4TqDf18uvry1plChd
1126797382.761050	CQYAK7g0LsbxcXtq2	89.44.100.114	16783	100.1.10.25	25	1	mail.com	<sshere@mi5-5.uk.gov>	<erepine@osis.gov>,<alouth@osis.gov>	Thu, 15 Sep 2005 11:16:22 -0400	"s. shere" <sshere@mi5-5.uk.gov>	alouth@osis.gov,erepine@osis.gov	-	<20050915111622.A17386@mi5-5.uk.gov>	-	gon? Lu. Yet he, in feature, and long foes that loues her, With falsehood,	-	(from sshere@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFGMi17388;\x09Thu, 15 Sep 2005 11:16:22 -0400	-	250 2.0.0 j8FFGMv01618 Message accepted for delivery	100.1.10.25,89.44.100.114	-	FBA6ur4gmTF21g2ZQ2,F6iU8A4NJhNfJl7Kl1
1126797393.884101	C9DDHo2RegCLYjwRib	92.6.85.116	16818	100.1.10.25	25	1	mail.com	<wvanderwood@thevillage.int>	<auzdygan@osis.gov>	Thu, 15 Sep 2005 11:16:33 -0400	"w. vanderwood" <wvanderwood@thevillage.int>	auzdygan@osis.gov	-	<20050915111633.A17553@thevillage.int>	-	datagrams sent the flood\). I wish more publicity. The request-route script	-	(from wvanderwood@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFGX017555\x09for auzdygan@osis.gov; Thu, 15 Sep 2005 11:16:33 -0400	-	250 2.0.0 j8FFGXv01749 Message accepted for delivery	100.1.10.25,92.6.85.116	-	F5z9ZfJiYHi9DZ0Ll,FV1vXe4DCYiNOgJoSh,FOpNk611WcqklOKUz1,FZ5b3F2oog6PK7C3kc,FssmTK1zIQJz1ofoz2
1126797404.327462	CbDtnt4wsy7yAiBL2l	92.6.85.101	16854	100.1.10.25	25	1	mail.com	<vourada@thevillage.int>	<achiras@osis.gov>,<agreigo@osis.gov>	Thu, 15 Sep 2005 11:16:44 -0400	"v. ourada" <vourada@thevillage.int>	achiras@osis.gov,agreigo@osis.gov	-	<20050915111644.A17635@thevillage.int>	-	posting so that execs rm. Check the page with a tremendous amount of other	-	(from vourada@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFGiF17637;\x09Thu, 15 Sep 2005 11:16:44 -0400	-	250 2.0.0 j8FFGiv01939 Message accepted for delivery	100.1.10.25,92.6.85.101	-	FWzcYW2To4tgCaafK6,FmY72w1tRnlvkSAYT5,FUpB2v1xdK55JV7BC,FgWX2J3vGYNTN5h8V9,FcwoU142KTL2ZS6gY2
1126797415.118973	CjCeYr3Bkd8nSmfJeg	92.6.85.115	16889	100.1.10.25	25	1	mail.com	<nkottman@thevillage.int>	<alazenberry@osis.gov>,<cskelly@osis.gov>,<casevedo@osis.gov>,<amishler@osis.gov>,<ahaubert@osis.gov>,<asatterwhite@osis.gov>	Thu, 15 Sep 2005 11:16:54 -0400	"n. kottman" <nkottman@thevillage.int>	amishler@osis.gov,alazenberry@osis.gov,ahaubert@osis.gov,asatterwhite@osis.gov,casevedo@osis.gov,cskelly@osis.gov	-	<20050915111654.A17760@thevillage.int>	-	justify your positions. However, I Id be baptised properly, they ran home	-	(from nkottman@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFGsv17762;\x09Thu, 15 Sep 2005 11:16:54 -0400	-	250 2.0.0 j8FFGtv02027 Message accepted for delivery	100.1.10.25,92.6.85.115	-	F1dFhc39PVig38HGSg,FQ3Fog44mWSU3iEb71,FOnosg2bKs5y3Fofvc,FM1Adx1ejXQwwLBVCi,FFiUR32HBRVZ8x0GO4,FLAnom1WRkF52LToJf,FRqEIo389BLK5peULc
1126797428.335789	C8sXZq2tffnFTxalK2	92.6.85.103	16919	100.1.10.25	25	1	mail.com	<tdesaulniers@thevillage.int>	<jsington@osis.gov>,<lespadas@osis.gov>	Thu, 15 Sep 2005 11:17:05 -0400	"t. desaulniers" <tdesaulniers@thevillage.int>	jsington@osis.gov,lespadas@osis.gov	-	<20050915111705.A17856@thevillage.int>	-	wouldst thou best likes she in counsaile me Iul. To plead for Frier Laurence	-	(from tdesaulniers@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FFH5n17858;\x09Thu, 15 Sep 2005 11:17:05 -0400	-	250 2.0.0 j8FFH8v02168 Message accepted for delivery	100.1.10.25,92.6.85.103	-	FxaBQt2zoiqPPqOiP1
