#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2014-01-15-21-48-13
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	fuids
#types	time	string	addr	port	addr	port	count	string	string	table[string]	string	string	table[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	vector[string]
1126796501.984305	CPcaQJ1vZcpSGYpB1a	100.1.100.27	60240	92.6.40.10	25	1	mail.osis.gov	<dialup128@osis.gov>	<egoick@thevillage.int>	Thu, 15 Sep 2005 11:01:41 -0400	dialup128 <dialup128@osis.gov>	jfedorchak@osis.gov,lduclos@osis.gov,jescanlar@osis.gov,jdupre@osis.gov,egoick@thevillage.int	-	<20050915110141.A23180@osis.gov>	-	=?iso-8859-1?Q?Hiddink=2C_organis=E9e_pour_loccasion=2E_Les_Auriverde_se?= =?iso-8859-1?Q?_reprendre=2E_Leur_absence?=	-	(from dialup128@localhost)\x09by mail.osis.gov (8.11.6/8.11.6) id j8FF1fc23182;\x09Thu, 15 Sep 2005 11:01:41 -0400	-	250 2.0.0 j8FF1f101603 Message accepted for delivery	92.6.40.10,100.1.100.27	-	FLCgOR21Hodisay0ha
1126796502.928571	C52B8N19XHauam9Fd4	89.44.100.113	10174	100.1.10.25	25	1	mail.com	<tailsworth@mi5-5.uk.gov>	<jsington@osis.gov>,<mbednorz@osis.gov>,<mrohde@osis.gov>,<jpapakostas@osis.gov>	Thu, 15 Sep 2005 11:01:42 -0400	"t. ailsworth" <tailsworth@mi5-5.uk.gov>	jpapakostas@osis.gov,mrohde@osis.gov,jsington@osis.gov,mbednorz@osis.gov	-	<20050915110142.A1622@mi5-5.uk.gov>	-	once more it ouer, Tis pitty him a ring I see to vtter that vpon another	-	(from tailsworth@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF1gO01624;\x09Thu, 15 Sep 2005 11:01:42 -0400	-	250 2.0.0 j8FF1gv23239 Message accepted for delivery	100.1.10.25,89.44.100.113	-	FM5xmB3UN0xmOASBdd,FSnlwD2MGRPFX4ywa3,FFpNUt3lToDvgHETUh
1126796502.965302	Cj6WWD3C80sn2nLOmk	89.44.100.101	10177	100.1.10.25	25	1	mail.com	<strappey@mi5-5.uk.gov>	<cshackle@osis.gov>,<pzipf@osis.gov>,<jhuckabee@osis.gov>	Thu, 15 Sep 2005 11:01:42 -0400	"s. trappey" <strappey@mi5-5.uk.gov>	cshackle@osis.gov,pzipf@osis.gov,jhuckabee@osis.gov	-	<20050915110142.A1670@mi5-5.uk.gov>	-	pastime of Cords, and my fellow-seruant to lament for now the girle forget	-	(from strappey@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF1gc01672;\x09Thu, 15 Sep 2005 11:01:42 -0400	-	250 2.0.0 j8FF1gv23241 Message accepted for delivery	100.1.10.25,89.44.100.101	-	F7Npu22TZ3U5hWRfRi,Fd6tM9cWWd2ZjjEI3,FoPn053DNLy6EAijXh,FLobB71jdRxtlh9elh,FS4rxI2ONlYEBN3tu5,FSz1an4hedsYJKc3li,FR91Ip2suIiCVgis38
1126796509.979255	CaMlAr3X48z5z42Hkk	89.44.100.101	10253	100.1.10.25	25	1	mail.com	<strappey@mi5-5.uk.gov>	<adesiato@osis.gov>,<acourtois@osis.gov>,<cshackle@osis.gov>,<pzipf@osis.gov>	Thu, 15 Sep 2005 11:01:49 -0400	"s. trappey" <strappey@mi5-5.uk.gov>	cshackle@osis.gov,pzipf@osis.gov,adesiato@osis.gov,acourtois@osis.gov	-	<20050915110149.A1780@mi5-5.uk.gov>	-	helpe. Well, ile sigh and call her along, That may beare me where to loose	-	(from strappey@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF1nv01782;\x09Thu, 15 Sep 2005 11:01:49 -0400	-	250 2.0.0 j8FF1nv23284 Message accepted for delivery	100.1.10.25,89.44.100.101	-	F8tgBFR2Icn51lpP8
1126796510.567750	CVGeq14fmUEk4Go2Yb	89.44.100.103	10254	100.1.10.25	25	1	mail.com	<eflockhart@mi5-5.uk.gov>	<kfailing@osis.gov>	Thu, 15 Sep 2005 11:01:50 -0400	"e. flockhart" <eflockhart@mi5-5.uk.gov>	kfailing@osis.gov	-	<20050915110150.A1819@mi5-5.uk.gov>	-	=?iso-8859-1?Q?objectifs=2C_=B8_Developing=2C_reviewing_and_spoken_Prefe?= =?iso-8859-1?Q?rably_degree_of_control?=	-	(from eflockhart@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF1oY01821\x09for kfailing@osis.gov; Thu, 15 Sep 2005 11:01:50 -0400	-	250 2.0.0 j8FF1ov23292 Message accepted for delivery	100.1.10.25,89.44.100.103	-	FuMrmd1s1647fKQiN1,F3Pah03EsKKnx9THjc,FjV3kh48UT4QPK1r8h
1126796514.094460	C4Qmn01c1QqF7p8kt2	100.1.4.252	60313	92.6.40.10	25	1	mail.osis.gov	<dlafortune@osis.gov>	<mmatchett@thevillage.int>	Thu, 15 Sep 2005 11:01:53 -0400	Erin Repine <dlafortune@osis.gov>	mmatchett@thevillage.int,cshackle@osis.gov,jcortina@osis.gov,cdang@osis.gov	-	<20050915110153.A873@osis.gov>	-	grasp of Unix. For example, didnt either. Your thinking that takes is	-	(from dlafortune@localhost)\x09by tgin.osis.gov (8.11.6/8.11.6) id j8FF1rb00877;\x09Thu, 15 Sep 2005 11:01:53 -0400	from tgin.osis.gov (uhost323.shield.osis.gov [100.20.3.47])\x09by mail.osis.gov (8.11.6/8.11.6) with ESMTP id j8FF1rv23319;\x09Thu, 15 Sep 2005 11:01:53 -0400	250 2.0.0 j8FF1s101896 Message accepted for delivery	92.6.40.10,100.1.4.252,100.20.3.47	-	F8q3gi1Na9HMSCK4C4,FaNuhR24AsND0fpr55
1126796521.104796	CnDCLx1jd9y6WyKNQa	89.44.100.101	10411	100.1.10.25	25	1	mail.com	<strappey@mi5-5.uk.gov>	<acourtois@osis.gov>,<cshackle@osis.gov>,<pzipf@osis.gov>	Thu, 15 Sep 2005 11:02:00 -0400	"s. trappey" <strappey@mi5-5.uk.gov>	cshackle@osis.gov,pzipf@osis.gov,acourtois@osis.gov	-	<20050915110200.A1986@mi5-5.uk.gov>	-	finest wits of that brought vp my endlesse dolor Pro. You are pleasd:	-	(from strappey@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF21801988;\x09Thu, 15 Sep 2005 11:02:01 -0400	-	250 2.0.0 j8FF21v23475 Message accepted for delivery	100.1.10.25,89.44.100.101	-	Ff25TG3jMCuZAQpq6,FUdub51wmhCI4pvhvc,FNYCxP1UAnKHSzdKJl
1126796522.864906	CUvoMc3YTe7f0baWqb	92.6.85.103	10418	100.1.10.25	25	1	mail.com	<tdesaulniers@thevillage.int>	<jsington@osis.gov>,<lespadas@osis.gov>	Thu, 15 Sep 2005 11:02:02 -0400	"t. desaulniers" <tdesaulniers@thevillage.int>	jsington@osis.gov,lespadas@osis.gov	-	<20050915110202.A2099@thevillage.int>	-	consent to them from selfe. To Verona banished, For it somewhat rounder	-	(from tdesaulniers@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF22G02101;\x09Thu, 15 Sep 2005 11:02:02 -0400	-	250 2.0.0 j8FF22v23507 Message accepted for delivery	100.1.10.25,92.6.85.103	-	F76wei40Q2nGX5SSI6,FckUxV9AJ1mlOIylh,FUjmvl3hIRpVsxjUTh,F5rYrV2vsiQrycgHK9,FyDIWT3SoukmZC42T3,FJA3J24tTOs2zcoUgd,FsDvWZ1IITpeWBdXJe,FP7WdR3CRvNpfHpIE
1126796522.843295	CfRbBN8eOd2E6mn8	92.6.85.101	10417	100.1.10.25	25	1	mail.com	<vourada@thevillage.int>	<wbarrineau@osis.gov>,<achiras@osis.gov>,<pfahnestock@osis.gov>,<agreigo@osis.gov>	Thu, 15 Sep 2005 11:02:01 -0400	"v. ourada" <vourada@thevillage.int>	agreigo@osis.gov,achiras@osis.gov,pfahnestock@osis.gov,wbarrineau@osis.gov	-	<20050915110201.A2031@thevillage.int>	-	change\) the non-executable stack patch doesnt eliminate this, please mail	-	(from vourada@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF21p02033;\x09Thu, 15 Sep 2005 11:02:01 -0400	-	250 2.0.0 j8FF22v23503 Message accepted for delivery	100.1.10.25,92.6.85.101	-	F8Cjrm2nZOCioNtLk7,FCzt0r4f13b9sLb6Q2,FZKbJc41f8P0e7xuMe,FokhJJ3oqd19Z89Re,Fo0bQB2MWd2mbvFGT2
1126796522.878274	COWDqI2OLR7v4X7ASg	89.44.100.103	10420	100.1.10.25	25	1	mail.com	<eflockhart@mi5-5.uk.gov>	<agrigg@osis.gov>,<sdanis@osis.gov>,<kfailing@osis.gov>	Thu, 15 Sep 2005 11:02:02 -0400	"e. flockhart" <eflockhart@mi5-5.uk.gov>	agrigg@osis.gov,kfailing@osis.gov,sdanis@osis.gov	-	<20050915110202.A2142@mi5-5.uk.gov>	-	=?iso-8859-1?Q?influences_all_ITSRs_and_tasks_=2F_New_Business_and_Activ?= =?iso-8859-1?Q?e=FBX=2E_Excellent?=	-	(from eflockhart@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF22002148;\x09Thu, 15 Sep 2005 11:02:02 -0400	-	250 2.0.0 j8FF22v23508 Message accepted for delivery	100.1.10.25,89.44.100.103	-	F3ReNB1a7gWfUA1JTd,Fs7qAy2vDzlXb3USq5,FYy0or3n3omy4iMO0l,FlsY5B2sKxTKglVsB9,FtFwEm4MgKul1yBvU5
1126796522.862909	Cd18rA2XtzrVC7kc1j	89.44.100.124	10419	100.1.10.25	25	1	mail.com	<mvirgile@mi5-5.uk.gov>	<cmarchetta@osis.gov>	Thu, 15 Sep 2005 11:02:01 -0400	"m. virgile" <mvirgile@mi5-5.uk.gov>	cmarchetta@osis.gov	-	<20050915110201.A2065@mi5-5.uk.gov>	-	Luthers. It makes is not to move either of God!!" Now, to bring peace,	-	(from mvirgile@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF22U02067\x09for cmarchetta@osis.gov; Thu, 15 Sep 2005 11:02:02 -0400	-	250 2.0.0 j8FF22v23505 Message accepted for delivery	100.1.10.25,89.44.100.124	-	FbhtXlWQllQNSL5Y9,FkYRvg3UKoPaP5TuGi,FR4RGH3cQHq05caw7j,FGGrAp3CN4yHsYKVT8
1126796531.073090	CbEZJYweYErj0soJ8	92.6.85.103	10506	100.1.10.25	25	1	mail.com	<tdesaulniers@thevillage.int>	<jsington@osis.gov>	Thu, 15 Sep 2005 11:02:10 -0400	"t. desaulniers" <tdesaulniers@thevillage.int>	jsington@osis.gov	-	<20050915110210.A2206@thevillage.int>	-	safe, That \(like Sir Thurio, Outlawes. 1.Out. But here in praises that	-	(from tdesaulniers@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2B502208\x09for jsington@osis.gov; Thu, 15 Sep 2005 11:02:11 -0400	-	250 2.0.0 j8FF2Bv23557 Message accepted for delivery	100.1.10.25,92.6.85.103	-	FZG06t4I662Y1BVp42,FB397jFGWh1JS8ub8,Fyn7K23yHgYFRiZrd5
1126796536.026860	COkFuN3kaArEYxpap8	100.1.4.252	60400	92.6.40.10	25	1	mail.osis.gov	<jbrockell@osis.gov>	<janderl@thevillage.int>	Thu, 15 Sep 2005 11:02:15 -0400	Erin Repine <jbrockell@osis.gov>	veshbaugh@osis.gov,janderl@thevillage.int,daramboles@osis.gov,vgoods@osis.gov,zzauner@osis.gov	-	<20050915110215.A1319@osis.gov>	-	democratic society ever. And Id be personally with seminars, books publishes	-	(from jbrockell@localhost)\x09by tgin.osis.gov (8.11.6/8.11.6) id j8FF2Fs01353;\x09Thu, 15 Sep 2005 11:02:15 -0400	from tgin.osis.gov (uhost115.shield.osis.gov [100.20.173.171])\x09by mail.osis.gov (8.11.6/8.11.6) with ESMTP id j8FF2Fv23608;\x09Thu, 15 Sep 2005 11:02:15 -0400	250 2.0.0 j8FF2G102284 Message accepted for delivery	92.6.40.10,100.1.4.252,100.20.173.171	-	FljN8C4pPSc1j5RDP,Fh0O33yNXbwDWs7Qh,FMz77v1hfOsU5MgP38,Fs4qoy41CBLgXdTYv2,FfpuvY24A4c3z5qcPk
1126796545.096009	CxljSp3K1ZoydUB06	89.44.100.101	10638	100.1.10.25	25	1	mail.com	<strappey@mi5-5.uk.gov>	<acourtois@osis.gov>,<cshackle@osis.gov>	Thu, 15 Sep 2005 11:02:24 -0400	"s. trappey" <strappey@mi5-5.uk.gov>	cshackle@osis.gov,acourtois@osis.gov	-	<20050915110224.A2410@mi5-5.uk.gov>	-	contempt of good, I hope thou loust me, when she saies she might her sun-bright	-	(from strappey@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2OU02412;\x09Thu, 15 Sep 2005 11:02:24 -0400	-	250 2.0.0 j8FF2Pv23717 Message accepted for delivery	100.1.10.25,89.44.100.101	-	F52skE1Imh7QiXfoZf
1126796547.281218	CxSoyz8Bc0qti9vgf	92.6.85.122	10653	100.1.10.25	25	1	mail.com	<tbassham@thevillage.int>	<kkochert@osis.gov>,<msilos@osis.gov>	Thu, 15 Sep 2005 11:02:24 -0400	"t. bassham" <tbassham@thevillage.int>	kkochert@osis.gov,msilos@osis.gov	-	<20050915110224.A2447@thevillage.int>	-	while, We haue giuen it well deriud Iul. Oh, how now? whats here? Iu.	-	(from tbassham@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2P702449;\x09Thu, 15 Sep 2005 11:02:25 -0400	-	250 2.0.0 j8FF2Rv23780 Message accepted for delivery	100.1.10.25,92.6.85.122	-	FY7mCE3IsXY47mLuVi
1126796547.572030	C6Tzul3nuOh3H9TIMj	92.6.85.108	10657	100.1.10.25	25	1	mail.com	<cschiffler@mi5-5.uk.gov>	<grebuldela@osis.gov>,<mzubris@osis.gov>	Thu, 15 Sep 2005 11:02:27 -0400	"c. schiffler" <cschiffler@mi5-5.uk.gov>	grebuldela@osis.gov,mzubris@osis.gov	-	<20050915110227.A2683@mi5-5.uk.gov>	-	narrow-minded to abort her dress. Back in Italy, this fun an elective.	-	(from cschiffler@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2RL02685;\x09Thu, 15 Sep 2005 11:02:27 -0400	-	250 2.0.0 j8FF2Rv23790 Message accepted for delivery	100.1.10.25,92.6.85.108	-	FGRTkHSOhJjUCbp92
1126796547.567782	CP7a2J2mFh3eilzYng	92.6.85.115	10656	100.1.10.25	25	1	mail.com	<nkottman@thevillage.int>	<asatterwhite@osis.gov>,<cskelly@osis.gov>,<jkuszlyk@osis.gov>	Thu, 15 Sep 2005 11:02:26 -0400	"n. kottman" <nkottman@thevillage.int>	asatterwhite@osis.gov,jkuszlyk@osis.gov,cskelly@osis.gov	-	<20050915110226.A2588@thevillage.int>	-	fierce, nearly swamping the first sapient religious practices we Never	-	(from nkottman@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2Qv02590;\x09Thu, 15 Sep 2005 11:02:26 -0400	-	250 2.0.0 j8FF2Rv23789 Message accepted for delivery	100.1.10.25,92.6.85.115	-	FrrXEP163WGZesmNYb,FKFYbt96xqzvSeef3
